timestamp,source,target
1,50,86
1,50,94
1,50,99
1,51,78
1,51,93
1,51,99
1,52,59
1,52,62
1,52,77
1,52,82
1,52,88
1,52,90
1,52,99
1,53,74
1,53,76
1,54,62
1,54,63
1,54,81
1,54,84
1,54,90
1,54,93
1,54,96
1,54,97
1,54,98
1,55,77
1,55,81
1,55,89
1,56,57
1,56,87
1,56,91
1,56,93
1,57,68
1,57,74
1,57,79
1,57,84
1,57,85
1,57,88
1,58,61
1,58,75
1,58,79
1,58,82
1,58,83
1,58,91
1,59,60
1,59,70
1,59,90
1,59,92
1,59,100
1,60,66
1,60,80
1,60,90
1,60,96
1,61,68
1,61,69
1,61,93
1,62,66
1,62,79
1,62,83
1,62,87
1,62,96
1,63,66
1,63,69
1,63,88
1,63,96
1,64,74
1,64,75
1,64,77
1,65,83
1,65,100
1,66,68
1,66,70
1,66,71
1,66,73
1,66,74
1,66,83
1,66,90
1,66,95
1,67,68
1,67,74
1,67,76
1,68,77
1,68,79
1,68,93
1,68,95
1,69,76
1,70,74
1,70,78
1,70,80
1,70,82
1,70,87
1,71,72
1,71,86
1,72,73
1,72,81
1,72,89
1,72,90
1,73,77
1,73,82
1,73,95
1,73,100
1,74,77
1,74,82
1,74,87
1,74,88
1,74,89
1,76,78
1,76,83
1,76,88
1,77,80
1,77,82
1,77,86
1,77,89
1,77,100
1,78,87
1,78,93
1,79,82
1,79,84
1,79,93
1,79,100
1,80,82
1,80,86
1,80,87
1,81,92
1,82,90
1,82,95
1,82,96
1,82,100
1,83,100
1,84,86
1,84,89
1,84,100
1,85,86
1,85,87
1,87,88
1,87,94
1,87,100
1,88,90
1,88,96
1,89,92
1,90,100
1,91,94
1,94,100
1,97,98
1,97,100
2,0,2
2,0,12
2,0,16
2,0,26
2,0,46
2,0,53
2,0,63
2,0,65
2,0,66
2,0,67
2,0,82
2,0,85
2,0,96
2,1,14
2,1,22
2,1,26
2,1,28
2,1,34
2,1,40
2,1,57
2,1,59
2,1,76
2,1,82
2,1,88
2,1,89
2,1,92
2,2,3
2,2,5
2,2,27
2,2,31
2,2,48
2,2,56
2,2,78
2,2,90
2,3,26
2,3,31
2,3,34
2,3,55
2,3,64
2,3,80
2,3,96
2,3,97
2,4,6
2,4,17
2,4,22
2,4,41
2,4,59
2,4,65
2,4,68
2,4,71
2,4,78
2,4,79
2,4,91
2,5,9
2,5,14
2,5,20
2,5,33
2,5,39
2,5,43
2,5,47
2,5,49
2,5,50
2,5,58
2,5,62
2,5,65
2,5,80
2,5,81
2,5,92
2,5,100
2,6,35
2,6,38
2,6,41
2,6,52
2,6,58
2,6,60
2,6,68
2,6,82
2,6,86
2,7,27
2,7,42
2,7,45
2,7,72
2,7,75
2,7,82
2,7,86
2,7,93
2,8,21
2,8,25
2,8,65
2,8,70
2,8,71
2,8,74
2,8,76
2,8,94
2,8,99
2,9,10
2,9,46
2,9,47
2,9,48
2,9,49
2,9,60
2,9,70
2,9,76
2,9,93
2,10,18
2,10,19
2,10,35
2,10,41
2,10,56
2,10,68
2,10,75
2,10,83
2,10,94
2,10,95
2,10,98
2,11,24
2,11,32
2,11,49
2,11,59
2,11,75
2,11,77
2,11,87
2,11,97
2,12,16
2,12,17
2,12,25
2,12,34
2,12,39
2,12,45
2,12,50
2,12,51
2,12,53
2,12,68
2,12,72
2,12,85
2,12,88
2,12,94
2,13,19
2,13,32
2,13,40
2,13,59
2,13,60
2,13,68
2,13,77
2,13,78
2,13,93
2,13,95
2,13,100
2,14,17
2,14,31
2,14,47
2,14,54
2,14,56
2,14,59
2,14,75
2,14,90
2,14,96
2,15,16
2,15,18
2,15,19
2,15,27
2,15,31
2,15,32
2,15,35
2,15,48
2,15,66
2,15,96
2,16,23
2,16,24
2,16,33
2,16,37
2,16,44
2,16,48
2,16,50
2,16,60
2,16,61
2,16,66
2,16,67
2,16,74
2,16,75
2,16,85
2,16,87
2,16,95
2,17,30
2,17,32
2,17,34
2,17,35
2,17,50
2,17,51
2,17,82
2,17,94
2,17,99
2,18,30
2,18,36
2,18,39
2,18,45
2,18,46
2,18,59
2,18,66
2,18,81
2,18,97
2,18,99
2,18,100
2,19,24
2,19,27
2,19,39
2,19,41
2,19,47
2,19,61
2,19,62
2,19,64
2,19,74
2,19,80
2,19,85
2,19,87
2,19,94
2,19,95
2,20,32
2,20,35
2,20,39
2,20,43
2,20,45
2,20,46
2,20,47
2,20,62
2,20,66
2,20,75
2,20,76
2,20,83
2,20,88
2,20,92
2,20,95
2,20,97
2,21,26
2,21,57
2,21,60
2,21,63
2,21,69
2,21,72
2,21,75
2,21,77
2,21,78
2,21,93
2,21,94
2,21,97
2,21,100
2,22,32
2,22,49
2,22,52
2,22,62
2,22,75
2,22,81
2,22,82
2,23,36
2,23,93
2,23,101
2,24,30
2,24,33
2,24,38
2,24,46
2,24,52
2,24,58
2,24,59
2,24,66
2,24,74
2,24,83
2,24,89
2,24,100
2,25,27
2,25,31
2,25,38
2,25,48
2,25,77
2,25,81
2,25,89
2,25,95
2,26,31
2,26,40
2,26,44
2,26,47
2,26,49
2,26,52
2,26,57
2,26,63
2,26,65
2,26,66
2,26,67
2,26,69
2,26,72
2,26,73
2,26,78
2,26,89
2,27,29
2,27,33
2,27,37
2,27,41
2,27,46
2,27,47
2,27,65
2,27,66
2,27,70
2,27,80
2,27,97
2,28,57
2,28,69
2,28,79
2,28,82
2,28,96
2,28,100
2,29,32
2,29,34
2,29,40
2,29,63
2,29,64
2,29,73
2,29,77
2,29,87
2,29,89
2,29,100
2,30,43
2,30,44
2,30,58
2,30,66
2,30,71
2,30,95
2,31,35
2,31,53
2,31,62
2,31,67
2,31,77
2,31,78
2,31,96
2,32,60
2,32,61
2,32,74
2,32,84
2,33,35
2,33,40
2,33,54
2,33,59
2,33,69
2,33,76
2,33,85
2,33,93
2,33,94
2,34,35
2,34,51
2,34,59
2,34,61
2,34,69
2,34,92
2,35,44
2,35,46
2,35,56
2,35,63
2,35,65
2,35,70
2,35,71
2,35,84
2,35,92
2,36,48
2,36,51
2,36,57
2,36,65
2,36,70
2,36,89
2,36,91
2,36,94
2,37,75
2,37,83
2,37,92
2,37,97
2,38,39
2,38,40
2,38,42
2,38,43
2,38,53
2,38,63
2,38,67
2,38,79
2,38,98
2,39,46
2,39,52
2,39,55
2,39,57
2,39,58
2,39,98
2,40,44
2,40,53
2,40,56
2,40,61
2,40,94
2,41,66
2,41,67
2,41,68
2,41,72
2,41,78
2,41,82
2,41,89
2,41,90
2,41,91
2,41,93
2,41,98
2,42,48
2,42,62
2,42,71
2,42,76
2,42,77
2,42,89
2,43,51
2,43,53
2,43,60
2,43,61
2,43,70
2,43,75
2,43,99
2,44,60
2,44,63
2,44,71
2,44,77
2,45,53
2,45,74
2,45,79
2,45,81
2,45,84
2,45,86
2,45,90
2,45,91
2,45,93
2,45,99
2,46,56
2,46,69
2,46,75
2,46,87
2,46,99
2,47,63
2,47,68
2,47,69
2,47,77
2,47,79
2,47,91
2,47,99
2,48,52
2,48,55
2,48,57
2,48,58
2,48,62
2,48,67
2,48,69
2,48,73
2,48,74
2,48,77
2,48,83
2,48,84
2,48,89
2,48,98
2,49,54
2,49,56
2,49,57
2,49,58
2,49,62
2,49,64
2,49,67
2,49,78
2,49,80
2,49,82
2,49,99
2,50,65
2,50,81
2,50,84
2,51,52
2,51,56
2,51,58
2,51,59
2,51,69
2,51,73
2,51,74
2,51,77
2,51,90
2,52,53
2,52,67
2,52,75
2,52,78
2,52,86
2,53,66
2,53,74
2,53,78
2,53,79
2,53,85
2,53,88
2,53,96
2,54,65
2,54,66
2,54,67
2,54,72
2,54,87
2,54,88
2,55,58
2,55,63
2,55,100
2,56,63
2,56,67
2,56,68
2,56,69
2,56,72
2,56,73
2,56,81
2,56,83
2,56,91
2,56,94
2,56,97
2,57,77
2,57,96
2,57,97
2,57,99
2,58,61
2,58,68
2,58,73
2,58,74
2,58,77
2,58,79
2,58,84
2,58,100
2,59,80
2,59,82
2,59,92
2,60,62
2,60,85
2,60,88
2,60,101
2,61,70
2,61,74
2,61,77
2,61,94
2,61,98
2,61,99
2,62,64
2,62,68
2,62,72
2,62,83
2,62,85
2,62,88
2,62,94
2,63,73
2,63,85
2,63,86
2,63,89
2,63,93
2,63,96
2,64,65
2,64,76
2,64,88
2,64,91
2,65,69
2,65,82
2,65,88
2,65,94
2,65,97
2,65,100
2,66,86
2,66,93
2,66,96
2,66,100
2,67,79
2,67,100
2,68,76
2,69,91
2,70,73
2,70,79
2,70,95
2,70,96
2,71,74
2,71,95
2,72,84
2,72,88
2,72,92
2,72,97
2,72,99
2,73,85
2,74,83
2,74,100
2,75,77
2,75,78
2,75,83
2,75,86
2,75,87
2,75,92
2,76,77
2,76,85
2,76,90
2,76,92
2,76,100
2,78,80
2,79,92
2,79,93
2,79,94
2,79,101
2,80,81
2,80,82
2,80,96
2,80,97
2,81,97
2,83,87
2,83,89
2,83,95
2,83,97
2,84,88
2,84,95
2,85,93
2,85,97
2,85,101
2,86,88
2,86,95
2,86,100
2,88,96
2,88,101
2,89,91
2,90,93
2,90,101
2,94,96
2,94,99
2,95,96
2,95,97
2,99,100
3,0,4
3,0,6
3,0,12
3,0,20
3,0,23
3,0,34
3,0,48
3,0,71
3,0,72
3,0,85
3,0,86
3,0,87
3,0,92
3,1,5
3,1,9
3,1,11
3,1,15
3,1,19
3,1,34
3,1,47
3,1,48
3,1,50
3,1,52
3,1,90
3,1,102
3,2,5
3,2,11
3,2,35
3,2,36
3,2,43
3,2,52
3,2,55
3,2,63
3,2,64
3,2,66
3,2,67
3,2,72
3,2,74
3,2,77
3,2,79
3,2,87
3,2,91
3,2,96
3,3,8
3,3,23
3,3,34
3,3,36
3,3,42
3,3,45
3,3,50
3,3,67
3,3,73
3,3,74
3,3,81
3,3,87
3,3,96
3,4,12
3,4,27
3,4,30
3,4,32
3,4,47
3,4,74
3,4,75
3,4,77
3,4,82
3,4,86
3,4,97
3,5,6
3,5,21
3,5,30
3,5,31
3,5,32
3,5,36
3,5,39
3,5,56
3,5,57
3,5,69
3,5,74
3,5,88
3,5,92
3,5,98
3,6,34
3,6,35
3,6,36
3,6,44
3,6,54
3,6,57
3,6,59
3,6,74
3,6,75
3,6,88
3,6,96
3,6,102
3,7,21
3,7,27
3,7,33
3,7,38
3,7,47
3,7,51
3,7,58
3,7,60
3,7,62
3,7,77
3,7,90
3,7,102
3,7,104
3,8,10
3,8,13
3,8,16
3,8,30
3,8,36
3,8,39
3,8,49
3,8,61
3,8,72
3,8,74
3,8,92
3,9,12
3,9,28
3,9,32
3,9,55
3,9,68
3,9,71
3,9,73
3,9,76
3,9,82
3,9,84
3,9,87
3,9,88
3,9,90
3,9,91
3,9,101
3,9,103
3,9,104
3,10,11
3,10,15
3,10,28
3,10,36
3,10,39
3,10,44
3,10,47
3,10,74
3,10,76
3,10,84
3,10,87
3,10,98
3,10,102
3,10,103
3,11,19
3,11,29
3,11,39
3,11,55
3,11,80
3,11,89
3,11,90
3,11,98
3,11,104
3,12,19
3,12,34
3,12,35
3,12,39
3,12,41
3,12,45
3,12,57
3,12,63
3,12,91
3,12,96
3,12,98
3,12,100
3,13,16
3,13,21
3,13,24
3,13,27
3,13,29
3,13,48
3,13,50
3,13,53
3,13,59
3,13,61
3,13,62
3,13,63
3,13,70
3,13,76
3,13,84
3,13,85
3,13,94
3,14,18
3,14,36
3,14,41
3,14,44
3,14,45
3,14,66
3,14,69
3,14,84
3,14,86
3,14,89
3,14,104
3,15,17
3,15,32
3,15,39
3,15,45
3,15,52
3,15,63
3,15,64
3,15,101
3,16,27
3,16,32
3,16,40
3,16,43
3,16,54
3,16,58
3,16,66
3,16,70
3,16,73
3,16,79
3,16,83
3,16,97
3,17,18
3,17,26
3,17,28
3,17,33
3,17,35
3,17,40
3,17,55
3,17,60
3,17,61
3,17,68
3,17,80
3,17,87
3,17,89
3,17,94
3,17,95
3,17,96
3,17,99
3,17,100
3,17,103
3,18,20
3,18,28
3,18,33
3,18,46
3,18,48
3,18,57
3,18,58
3,18,65
3,18,66
3,18,69
3,18,73
3,18,74
3,18,77
3,18,84
3,18,86
3,18,100
3,19,22
3,19,23
3,19,25
3,19,28
3,19,34
3,19,36
3,19,37
3,19,47
3,19,48
3,19,56
3,19,67
3,19,74
3,19,76
3,19,84
3,19,103
3,20,32
3,20,37
3,20,38
3,20,39
3,20,42
3,20,52
3,20,54
3,20,62
3,20,64
3,20,65
3,20,71
3,20,73
3,20,74
3,20,75
3,20,82
3,20,97
3,20,99
3,21,28
3,21,37
3,21,43
3,21,45
3,21,51
3,21,61
3,21,62
3,21,75
3,21,78
3,21,82
3,21,85
3,21,98
3,22,24
3,22,27
3,22,41
3,22,49
3,22,53
3,22,59
3,22,61
3,22,67
3,22,99
3,23,37
3,23,40
3,23,45
3,23,56
3,23,57
3,23,58
3,23,66
3,23,67
3,23,77
3,23,93
3,23,103
3,23,104
3,24,26
3,24,28
3,24,31
3,24,32
3,24,44
3,24,47
3,24,53
3,24,54
3,24,70
3,24,71
3,24,72
3,24,73
3,24,78
3,24,90
3,24,94
3,24,99
3,24,100
3,25,48
3,25,51
3,25,56
3,25,66
3,26,45
3,26,52
3,26,56
3,26,57
3,26,58
3,26,73
3,27,33
3,27,35
3,27,45
3,27,47
3,27,54
3,27,62
3,27,63
3,27,64
3,27,66
3,27,67
3,27,73
3,27,81
3,27,82
3,27,95
3,27,100
3,28,31
3,28,58
3,28,63
3,28,66
3,28,81
3,28,82
3,28,99
3,29,31
3,29,34
3,29,43
3,29,44
3,29,45
3,29,46
3,29,47
3,29,52
3,29,57
3,29,60
3,29,61
3,29,63
3,29,64
3,29,65
3,29,78
3,29,80
3,29,87
3,29,96
3,29,99
3,29,101
3,29,103
3,30,34
3,30,37
3,30,41
3,30,50
3,30,61
3,30,84
3,30,87
3,30,89
3,30,94
3,30,98
3,30,101
3,30,102
3,31,37
3,31,42
3,31,47
3,31,50
3,31,58
3,31,61
3,31,70
3,31,72
3,31,73
3,31,79
3,31,87
3,31,102
3,32,34
3,32,38
3,32,42
3,32,45
3,32,64
3,32,65
3,32,77
3,32,83
3,33,37
3,33,38
3,33,41
3,33,47
3,33,57
3,33,60
3,33,74
3,33,76
3,33,82
3,33,84
3,33,86
3,33,87
3,33,90
3,33,93
3,33,94
3,33,98
3,34,42
3,34,44
3,34,48
3,34,52
3,34,59
3,34,66
3,34,69
3,34,70
3,34,77
3,34,87
3,34,88
3,34,89
3,34,90
3,34,102
3,35,53
3,35,64
3,35,69
3,35,72
3,35,75
3,35,77
3,35,83
3,35,86
3,35,93
3,35,101
3,36,52
3,36,56
3,36,66
3,36,68
3,36,69
3,36,76
3,36,79
3,36,88
3,36,99
3,36,100
3,36,103
3,37,43
3,37,53
3,37,67
3,37,85
3,37,97
3,37,104
3,38,48
3,38,51
3,38,52
3,38,62
3,38,63
3,38,73
3,38,77
3,38,84
3,38,85
3,38,86
3,38,91
3,38,97
3,38,99
3,39,40
3,39,43
3,39,48
3,39,53
3,39,56
3,39,63
3,39,70
3,39,93
3,40,46
3,40,48
3,40,52
3,40,56
3,40,58
3,40,59
3,40,65
3,40,68
3,40,76
3,40,79
3,40,83
3,40,90
3,40,94
3,40,102
3,41,48
3,41,53
3,41,86
3,41,87
3,41,91
3,41,96
3,41,99
3,42,60
3,42,61
3,42,67
3,42,74
3,42,85
3,42,86
3,42,95
3,42,96
3,42,99
3,42,100
3,43,62
3,43,70
3,43,80
3,43,85
3,43,88
3,43,89
3,43,92
3,43,94
3,43,101
3,43,103
3,44,60
3,44,61
3,44,69
3,44,75
3,44,80
3,44,85
3,44,87
3,44,88
3,44,91
3,44,97
3,45,46
3,45,59
3,45,86
3,45,88
3,45,91
3,45,93
3,45,94
3,45,98
3,46,55
3,46,62
3,46,70
3,46,71
3,46,78
3,46,88
3,46,92
3,46,95
3,46,98
3,46,103
3,47,56
3,47,63
3,47,68
3,47,79
3,47,85
3,47,98
3,48,49
3,48,54
3,48,56
3,48,71
3,48,73
3,48,74
3,48,78
3,48,79
3,48,81
3,48,84
3,48,87
3,48,88
3,48,95
3,48,97
3,48,102
3,49,57
3,49,59
3,49,60
3,49,62
3,49,68
3,49,69
3,49,72
3,49,77
3,49,79
3,49,81
3,49,82
3,49,95
3,49,97
3,49,104
3,50,62
3,50,64
3,50,69
3,50,72
3,50,88
3,50,94
3,50,97
3,50,100
3,51,63
3,51,66
3,51,71
3,51,76
3,51,83
3,51,86
3,51,88
3,51,94
3,51,103
3,52,60
3,52,63
3,52,72
3,52,77
3,52,92
3,52,93
3,52,103
3,53,61
3,53,63
3,53,74
3,53,83
3,53,84
3,53,86
3,53,92
3,53,96
3,53,97
3,53,99
3,54,66
3,54,68
3,54,71
3,54,81
3,54,88
3,54,89
3,54,91
3,54,97
3,54,98
3,54,102
3,55,61
3,55,70
3,55,72
3,55,74
3,55,85
3,55,94
3,55,100
3,55,103
3,56,85
3,56,100
3,57,64
3,57,79
3,57,88
3,57,92
3,57,96
3,57,97
3,57,103
3,58,62
3,58,79
3,58,84
3,58,100
3,59,66
3,59,71
3,59,86
3,59,90
3,59,93
3,59,97
3,59,103
3,60,73
3,60,80
3,60,83
3,60,88
3,60,97
3,61,79
3,61,81
3,61,82
